Age,Gender,Department,JobRole,TenureYears,MonthlyIncome_raw,MonthlyIncome_normalized,TotalAllowances,Attendance_LateCount,Attendance_AbsentCount,Attendance_HalfDayCount,Leave_TotalDaysApproved,Leave_RequestCount,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition,Attrition_binary,DataSource,SampleWeight,event,profession,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator
25.0,f,Consult,,6.707734428333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,f,white,bus,6.2,6.2,5.7,3.3,6.7
37.0,m,manufacture,,1.8343600275,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,etc,youjs,no,m,white,bus,3.0,8.4,5.7,5.6,6.7
26.0,f,Consult,,3.531827515,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,BusinessDevelopment,empjs,my head,m,white,bus,9.4,6.9,3.3,3.3,6.0
32.0,m,Retail,,2.7843942508333335,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,m,white,bus,4.6,2.6,6.4,8.7,6.0
25.0,f,etc,,5.377138945833334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,KA,my head,m,white,foot,7.8,4.1,6.4,4.0,3.7
37.0,f,IT,,0.29021218341666666,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,empjs,yes,f,white,bus,6.2,6.9,5.7,6.3,5.2
25.0,f,transport,,7.403148528333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,referal,my head,f,white,car,4.6,6.9,4.9,4.0,6.0
25.0,f,Pharma,,9.2073922,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,my head,f,white,bus,10.0,1.9,2.6,7.1,9.8
56.0,f,Retail,,1.1718001366666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,no,m,white,bus,4.6,6.2,4.9,5.6,6.7
24.0,m,State,,0.9993155374999999,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Teaching,rabrecNErab,no,f,white,bus,6.2,4.1,5.7,5.6,3.7
32.0,f,IT,,8.459958933333334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,no,f,white,bus,4.6,7.6,4.1,4.8,6.0
24.0,f,Retail,,14.954141,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,KA,no,f,white,bus,7.0,4.8,2.6,5.6,8.3
24.0,f,Pharma,,1.0321697466666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,yes,f,white,bus,5.4,6.9,5.7,5.6,4.4
24.0,f,manufacture,,2.0752908966666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,m,white,bus,3.8,7.6,8.0,4.8,2.9
31.0,m,Banks,,5.166324435,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,car,5.4,4.8,8.7,5.6,4.4
27.0,f,Building,,2.0396988366666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,no,m,white,bus,8.6,5.5,4.9,3.3,3.7
37.0,f,manufacture,,5.308692675833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,KA,no,m,white,foot,6.2,6.9,3.3,7.1,6.7
38.0,f,Retail,,0.4490075290833333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,rabrecNErab,no,m,white,car,1.4,4.1,7.2,6.3,7.5
35.0,f,Consult,,5.396303901666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,my head,f,white,foot,7.0,6.2,7.2,2.5,5.2
35.0,f,Consult,,5.396303901666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,my head,f,white,foot,8.6,6.9,5.7,3.3,4.4
29.0,m,PowerGeneration,,0.22450376458333332,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,no,f,white,bus,7.0,5.5,8.0,5.6,8.3
25.0,m,Retail,,0.1998631075,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Marketing,youjs,no,f,white,car,6.2,2.6,5.7,5.6,6.7
26.0,f,Consult,,2.2395619441666668,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,f,white,bus,8.6,4.1,4.9,5.6,5.2
27.0,f,manufacture,,12.062970566666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,referal,no,f,white,car,5.4,9.1,3.3,4.8,6.0
34.0,f,Retail,,3.7754962358333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,no,f,white,bus,7.0,1.9,9.5,5.6,6.0
34.0,f,Retail,,3.7754962358333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,no,f,white,bus,6.2,2.6,8.7,6.3,6.0
34.0,f,Retail,,3.7754962358333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,no,f,white,bus,5.4,2.6,10.0,3.3,3.7
34.0,f,Retail,,3.7754962358333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,no,f,white,bus,4.6,5.5,10.0,2.5,5.2
35.0,f, HoReCa,,0.5065023955833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,bus,5.4,5.5,7.2,5.6,2.9
36.0,f,PowerGeneration,,1.8863791925,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Accounting,empjs,no,f,white,bus,7.8,1.9,4.1,7.1,9.0
46.0,f,etc,,8.049281314166667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Marketing,friends,no,m,white,bus,4.6,8.4,4.9,7.9,6.0
32.0,f,Building,,0.9089664616666666,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,rabrecNErab,my head,m,white,car,7.8,5.5,4.9,6.3,9.0
38.0,f,Retail,,1.4127310058333336,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,foot,7.0,1.9,9.5,5.6,6.0
38.0,f,Retail,,1.4127310058333336,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,foot,6.2,2.6,8.7,6.3,6.0
38.0,f,Retail,,1.4127310058333336,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,foot,5.4,2.6,10.0,3.3,3.7
38.0,f,Retail,,1.4127310058333336,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,foot,4.6,5.5,10.0,2.5,5.2
25.0,f,etc,,5.100616016666667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,bus,6.2,6.2,3.3,6.3,6.7
23.0,f,Retail,,0.772073922,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,no,f,white,bus,7.0,5.5,3.3,4.8,6.7
31.0,f,Retail,,6.803559205833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,3.3,2.9
31.0,f,Retail,,6.803559205833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,4.8,3.7
40.0,f,etc,,4.662559890833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,foot,3.8,8.4,8.0,4.0,4.4
40.0,f,etc,,4.662559890833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,foot,4.6,9.1,4.9,3.3,2.9
40.0,m,IT,,4.145106091666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Sales,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3
26.0,m,Building,,4.758384668333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,my head,m,white,car,4.6,6.9,4.9,5.6,6.7
23.0,m,Retail,,13.648186175,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,no,f,white,car,4.6,6.2,8.0,7.1,5.2
23.0,m,Retail,,13.648186175,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6.0
37.0,m,IT,,4.501026694166667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,IT,rabrecNErab,no,m,white,bus,7.8,4.8,2.6,5.6,9.8
34.0,f,Banks,,1.9794661191666665,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,bus,3.8,6.9,7.2,5.6,5.2
29.0,f,Banks,,0.11772758383333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,f,white,bus,4.6,4.1,6.4,4.8,4.4
27.0,f,Retail,,4.991101985,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,m,white,car,6.2,6.9,4.1,5.6,6.0
31.0,f,Consult,,2.2888432583333334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Marketing,rabrecNErab,no,m,white,foot,5.4,5.5,3.3,7.9,8.3
18.0,m,Retail,,7.433264886666667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Sales,referal,my head,m,white,bus,7.8,5.5,2.6,7.1,7.5
31.0,f, HoReCa,,3.9342915808333334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,no,f,white,car,7.0,4.8,6.4,4.0,6.7
27.0,f,Retail,,1.790554415,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,my head,m,white,bus,5.4,7.6,6.4,4.0,4.4
35.0,f,etc,,0.6954140999166666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,no,f,white,bus,5.4,6.9,7.2,7.9,6.7
39.0,f,manufacture,,4.016427105,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,my head,f,white,bus,3.0,7.6,9.5,3.3,4.4
39.0,f,manufacture,,4.016427105,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,my head,f,white,bus,3.0,7.6,8.0,4.0,1.3
27.0,f,PowerGeneration,,3.515400410833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,m,white,bus,3.0,2.6,6.4,7.1,7.5
27.0,f,PowerGeneration,,3.515400410833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,m,white,bus,3.0,5.5,4.1,7.1,8.3
37.0,f,Retail,,3.2689938400000003,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3
37.0,f,Retail,,3.2689938400000003,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5
37.0,f,Retail,,3.2689938400000003,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3
37.0,f,Retail,,3.2689938400000003,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5
36.0,f,IT,,3.6413415466666668,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,my head,f,white,bus,5.4,6.9,5.7,5.6,6.7
31.0,f,IT,,1.1854893908333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,my head,f,white,bus,6.2,6.2,5.7,3.3,6.7
23.0,f,Retail,,2.8254620124999996,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,my head,f,white,bus,6.2,4.1,8.0,4.0,4.4
31.0,f,manufacture,,5.861738535,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,my head,f,white,bus,1.4,7.6,8.0,5.6,1.0
22.0,m,etc,,3.3237508558333335,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,bus,8.6,2.6,6.4,6.3,6.7
30.0,m,Retail,,12.049281316666667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Finanсe,friends,no,f,white,bus,8.6,2.6,4.9,7.1,7.5
45.0,f,Retail,,1.2648870633333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,no,f,white,foot,3.8,6.9,8.0,6.3,5.2
33.0,f,PowerGeneration,,4.804928131666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6.0
33.0,f,PowerGeneration,,4.804928131666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5
33.0,f,Banks,,3.9972621491666662,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,empjs,no,f,white,bus,7.0,6.2,1.0,9.4,7.5
18.0,f,Banks,,3.5208761125,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,rabrecNErab,my head,f,white,bus,6.2,6.2,4.1,2.5,5.2
36.0,f,PowerGeneration,,1.0568104041666666,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,m,white,bus,6.2,5.5,5.7,5.6,6.7
41.0,f,Retail,,1.3278576316666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,m,grey,bus,7.8,7.6,4.1,1.7,5.2
29.0,f,Banks,,2.4558521558333335,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,friends,no,f,white,bus,6.2,5.5,4.9,5.6,9.8
50.0,f,Pharma,,0.09856262833333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,BusinessDevelopment,youjs,no,m,grey,car,4.6,6.2,8.0,4.8,5.2
34.0,f, HoReCa,,4.728268309166666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,car,6.2,4.1,7.2,4.8,1.0
38.0,m,Retail,,9.72758385,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Commercial,KA,yes,m,white,car,7.8,9.1,2.6,4.0,9.0
25.0,f,IT,,3.3073237508333335,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,m,white,bus,6.2,6.9,2.6,5.6,7.5
30.40033257,f,State,,4.156057495,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Finanсe,referal,no,m,grey,bus,10.0,5.5,4.1,4.0,7.5
27.0,m,Retail,,1.0184804925,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Sales,youjs,my head,m,white,car,3.8,3.4,2.6,10.0,9.0
38.0,f,Retail,,1.6071184116666668,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Commercial,empjs,no,m,white,car,7.0,6.9,4.1,4.0,6.7
29.0,f,Retail,,3.6550308008333334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,car,8.6,6.2,4.9,4.8,9.0
26.0,f,Telecom,,10.96783025,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,youjs,my head,m,white,car,3.0,6.9,4.9,6.3,6.0
27.0,f,manufacture,,1.1608487333333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,no,f,white,bus,7.0,4.8,6.4,4.8,4.4
43.0,m,Consult,,1.5770020533333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,referal,no,m,white,foot,6.2,4.1,5.7,7.1,8.3
34.0,m,Retail,,6.819986310833333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Commercial,KA,no,m,white,car,3.8,3.4,7.2,8.7,7.5
31.0,f,etc,,1.3963039016666665,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,no,f,grey,bus,8.6,4.8,2.6,7.9,6.7
27.0,f,manufacture,,1.7248459958333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,no,m,white,bus,7.8,4.8,1.8,6.3,6.0
28.0,f,manufacture,,4.276522929166666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,my head,f,white,car,7.0,4.8,5.7,2.5,4.4
21.0,f,Consult,,0.5201916495833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,yes,f,grey,bus,7.0,6.2,4.1,4.8,6.7
39.0,f,State,,0.5859000684166666,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,friends,no,f,white,car,7.0,4.1,2.6,7.9,7.5
39.0,f,State,,0.5859000684166666,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,friends,no,f,white,car,7.8,6.2,2.6,5.6,6.7
39.0,f,State,,0.18891170433333335,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Teaching,rabrecNErab,no,m,grey,bus,2.2,6.9,8.7,6.3,5.2
27.0,f,Retail,,2.2121834358333334,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Sales,referal,my head,m,white,bus,8.6,7.6,1.0,5.6,10.0
29.0,m,Retail,,6.584531143333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,IT,referal,yes,m,white,car,1.4,4.1,10.0,4.8,1.3
49.0,f,Telecom,,0.04380561258333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,no,m,white,car,5.4,2.6,4.1,6.3,6.7
27.0,m,Retail,,11.685147158333335,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,BusinessDevelopment,referal,no,m,white,car,3.8,6.2,4.1,7.9,5.2
28.0,f,Banks,,2.2149212866666668,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,no,f,white,foot,3.8,9.1,6.4,4.8,6.7
27.0,f,Consult,,2.1273100616666665,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Sales,rabrecNErab,my head,m,grey,bus,7.0,4.8,4.9,5.6,6.7
23.0,m,Consult,,0.42710472283333334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,my head,m,white,bus,4.6,6.2,4.9,6.3,8.3
41.0,m,IT,,3.342915810833333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3
49.0,m,PowerGeneration,,2.6940451741666664,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,friends,no,m,grey,car,3.0,3.4,8.7,5.6,3.7
30.0,m,IT,,0.14236824091666667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,friends,my head,m,white,bus,6.2,4.8,7.2,4.8,3.7
21.0,f,Banks,,4.191649555000001,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,my head,f,grey,bus,4.6,6.9,7.2,7.1,1.3
24.0,f,manufacture,,5.875427789166667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,referal,no,f,white,bus,7.8,5.5,7.2,5.6,3.7
34.0,f,Retail,,1.2156057491666667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,m,white,car,3.8,4.8,6.4,7.9,6.7
38.0,m,Retail,,3.09650924,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,rabrecNErab,no,f,white,bus,7.0,3.4,5.7,8.7,5.2
32.0,f,etc,,2.277891855,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Sales,empjs,no,m,white,bus,7.8,5.5,2.6,4.0,7.5
58.0,f,Retail,,2.7378507874999998,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Accounting,youjs,no,m,white,bus,5.4,4.8,6.4,4.8,6.0
29.0,m,PowerGeneration,,0.4544832306666667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,no,f,white,bus,7.0,5.5,8.0,5.6,8.3
23.0,m,IT,,6.628336755833334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,youjs,my head,m,white,car,4.6,5.5,8.7,4.8,4.4
36.0,f,IT,,1.0540725533333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,recNErab,yes,m,white,bus,4.6,6.9,4.9,5.6,6.0
45.0,f,State,,1.6919917866666667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,no,f,grey,bus,6.2,6.2,3.3,6.3,8.3
45.0,f,State,,1.6919917866666667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,no,f,grey,bus,4.6,4.8,4.1,7.9,9.0
28.0,f,Consult,,0.8733744008333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,m,white,bus,7.0,4.1,3.3,4.8,6.7
37.0,f,Mining,,0.9199178641666667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,rabrecNErab,no,m,white,bus,4.6,4.8,8.0,5.6,8.3
32.0,f,Building,,10.677618066666668,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,KA,no,m,white,bus,7.8,6.9,4.1,3.3,7.5
37.0,m,IT,,0.46543463383333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,rabrecNErab,my head,m,white,bus,6.2,6.9,4.1,4.0,8.3
29.0,m,IT,,5.089664613333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,rabrecNErab,no,m,white,bus,1.0,5.5,10.0,7.1,2.9
25.0,f,Retail,,9.169062283333334,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,my head,m,white,car,6.2,3.4,6.4,6.3,7.5
27.0,m,Retail,,4.3559206025,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,KA,no,m,white,bus,3.8,6.2,4.1,9.4,6.7
42.0,f,IT,,0.47091033541666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,KA,no,m,white,foot,1.4,7.6,8.7,4.8,5.2
32.0,m,IT,,1.8891170433333333,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,IT,empjs,no,m,white,car,1.4,7.6,9.5,6.3,5.2
28.0,m,Banks,,0.5229295003333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,rabrecNErab,yes,m,white,bus,2.2,7.6,5.7,5.6,2.9
40.0,m,State,,0.8843258041666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Finanсe,rabrecNErab,no,f,white,car,4.6,7.6,5.7,6.3,7.5
22.0,m,Building,,1.9849418208333331,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Consult,friends,yes,m,white,bus,7.0,4.8,2.6,7.1,6.7
34.0,m,IT,,4.240930869166667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,IT,referal,no,f,white,car,3.8,3.4,5.7,7.9,6.7
40.0,m,IT,,3.2114989733333332,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,empjs,no,m,white,car,3.8,6.2,8.7,6.3,4.4
24.0,m,IT,,1.3853524983333332,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,empjs,yes,m,white,bus,5.4,4.8,6.4,5.6,3.7
34.0,m,IT,,2.3353867216666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,referal,no,m,white,foot,6.2,1.2,7.2,6.3,9.0
29.0,m,IT,,2.625598905,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,youjs,no,m,white,bus,3.8,2.6,6.4,7.9,8.3
40.0,m,Consult,,0.42984257358333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,friends,no,m,white,foot,3.8,4.1,7.2,8.7,6.7
23.0,f,IT,,0.41067761808333336,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,rabrecNErab,yes,m,white,bus,5.4,4.8,5.7,7.1,6.7
36.0,f,PowerGeneration,,1.0568104041666666,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,youjs,my head,m,white,bus,6.2,5.5,5.7,5.6,6.7
35.0,m,IT,,3.4058863791666667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,IT,referal,yes,m,white,car,6.2,7.6,4.1,6.3,6.7
24.0,m,IT,,3.049965776666667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,empjs,yes,m,white,car,5.4,1.9,6.4,9.4,6.0
34.0,f,Retail,,8.643394933333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Accounting,rabrecNErab,no,f,white,car,4.6,3.4,8.0,5.6,5.2
44.0,m,IT,,0.7665982204166667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,Engineer,empjs,no,m,white,bus,7.0,7.6,6.4,6.3,6.0
29.0,f,Banks,,1.3990417524999998,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,my head,f,white,bus,3.8,7.6,8.0,6.3,4.4
34.0,m,manufacture,,2.858316221666667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,referal,my head,f,white,bus,7.8,4.8,7.2,6.3,7.5
28.0,m,IT,,1.4045174541666665,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,IT,empjs,my head,m,white,bus,4.6,4.8,5.7,6.3,4.4
23.0,f,Retail,,1.3853524983333332,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,bus,3.0,4.8,6.4,5.6,3.7
37.0,f,transport,,3.5509924708333336,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,m,white,bus,4.6,6.2,8.0,4.8,6.0
29.0,m,Mining,,1.3880903491666665,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,no,f,white,foot,2.2,7.6,6.4,9.4,6.0
29.0,m,Mining,,1.3880903491666665,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,empjs,no,f,white,foot,2.2,5.5,7.2,7.1,6.7
23.0,m,Retail,,6.899383983333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Sales,empjs,my head,m,white,bus,6.2,2.6,8.7,4.8,5.2
32.0,f,Retail,,0.15331964408333335,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,youjs,no,f,white,bus,4.6,4.1,6.4,5.6,6.0
29.0,f,Retail,,6.119096509166667,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Commercial,friends,my head,m,white,foot,4.6,4.8,7.2,6.3,2.9
36.0,m,IT,,0.03285420941666667,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,IT,empjs,no,m,white,foot,3.8,7.6,2.6,7.9,4.4
32.0,f,manufacture,,10.308008216666666,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,friends,no,m,grey,car,3.8,9.1,4.9,4.8,6.0
26.0,f,Consult,,1.0814510608333332,,,,,,,,,,,,,1.0,Russian_Real,2.0,1.0,HR,empjs,my head,m,grey,bus,7.8,6.9,4.1,4.0,4.4
30.0,f,Retail,,0.6516084873333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,referal,no,m,white,car,5.4,3.4,3.3,8.7,8.3
30.0,f,Retail,,0.6516084873333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,referal,no,m,white,car,6.2,6.2,7.2,3.3,3.7
30.0,f,RealEstate,,12.947296375,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,Sales,referal,my head,m,white,foot,5.4,6.9,2.6,5.6,8.3
24.0,f,Mining,,1.3086926758333333,,,,,,,,,,,,,0.0,Russian_Real,2.0,0.0,HR,advert,yes,f,white,bus,5.4,4.1,6.4,6.3,2.1
